transaction_id,account_id,account_type,timestamp,amount,transaction_type,merchant,location,is_foreign,is_high_risk_country,opening_balance,closing_balance,is_fraud,fraud_reasons
49ec5cd5-a001-4402-b732-e4f4b050785b,1e5eebf8-47c5-4b17-af5d-4201d8985f61,savings,2025-03-27T20:38:51.553563,314.12,transfer,"Newton, Ortiz and King",East David,False,False,3341.18,3027.06,False,
5c7becf5-bc03-496b-9bcd-e6811afcc0c1,dd7e6918-dd3c-4657-999d-6ae4d0d619e7,checking,2025-01-05T16:26:24.534411,1542.9,payment,Bryant and Sons,Danielchester,False,False,21958.18,23501.08,False,
2e4d9ee8-d5bc-474f-a2ff-df7889780920,74b86173-7604-42f5-b45f-850f806af9a9,credit,2025-04-07T08:06:53.801184,1753.4,withdrawal,Pinnacle Ltd,Ellisshire,False,False,15789.62,14036.22,True,simulated_blacklisted_merchant
5e5a60e3-8014-470e-8100-ecf8d63973d3,d1f0b776-6749-4c4b-ae06-b4e802c02a87,savings,2025-02-18T15:45:11.152213,365.79,transfer,Maynard Inc,New Savannahshire,False,False,97321.65,96955.86,False,
c5e5a44d-0d47-44bf-896e-df3554a1d5ee,2884bdd4-7d8f-4dd4-89b3-81ba189cefb2,checking,2025-01-11T10:23:54.746286,92.17,deposit,"Norman, Kent and Holt",Lake Lisa,False,False,53904.41,53996.58,False,
9303b821-a0ab-4e2f-807e-c8bfebe8ea21,291b8692-4cd9-4a56-8247-f8df949fa180,checking,2025-01-28T13:34:05.568717,1223.14,deposit,"Burke, Andrade and Gordon",Barnesbury,False,False,82279.06,83502.2,False,
4fe3c300-e841-40f1-8aa4-dba884b02549,8a652556-1d68-40cb-8e53-9de848229b88,savings,2025-03-12T12:40:07.549687,1070.35,transfer,Waller-Chavez,East Robert,False,False,69526.51,68456.16,False,
084eeeee-fe3b-4a40-b5cf-66ddbf9d316e,8cd115a0-63ac-47a0-ad73-daedf4f21548,credit,2025-03-05T17:37:02.309637,738.84,transfer,"Hunt, Cameron and Kelley",Jenniferside,False,False,9883.61,9144.77,False,
ea354c4e-60e8-49f6-b1e5-b8b2e1d9c618,ac9dfcdd-c10d-48bf-affa-7b5d4bdf9770,credit,2025-04-09T20:55:01.942673,1540.03,deposit,Clark Ltd,Glendaberg,False,False,21122.72,22662.75,False,
829bca76-5be7-4dbe-b126-7cee99b18679,3d638a97-719f-48a5-805d-be24e5e07260,savings,2025-02-26T15:37:15.745960,1634.7,transfer,"Hester, Thompson and Daniels",Jenniferstad,False,False,8652.98,7018.28,False,
db5e7f30-d076-4895-b6dd-dbf5a2db11b3,b18464b2-b002-458d-8c33-bb538d71096f,savings,2025-03-23T10:31:13.704724,109.1,withdrawal,"Duncan, Contreras and Butler",Nataliechester,False,False,22462.77,22353.67,False,
cb5dbdbb-44d2-47d3-8531-ec2cd66a1416,3d638a97-719f-48a5-805d-be24e5e07260,savings,2025-04-10T02:13:45.881720,1868.92,payment,"Rodriguez, James and Brown",East Josephburgh,False,False,7018.28,8887.2,False,
f086cc9c-c313-4060-ad64-3a88f6ee5190,1716a2e6-ae06-4e32-91e5-7d84273ef946,savings,2025-01-04T06:07:06.290771,172.33,withdrawal,"King, Franco and Vaughn",Jamesside,False,False,88036.15,87863.82,False,
86d26941-68c7-46df-bb68-a4114770ab83,fb30d6a9-b8c6-48a3-b5cc-fda16938b8af,checking,2025-02-09T04:20:49.060367,298.96,payment,Garcia-Parrish,Syria,True,True,40167.56,40466.52,True,simulated_high_risk_country
646523b2-a903-4289-8bbe-4dff2cc90444,9eb91e27-4b8d-45be-bf75-b88f56f85acb,credit,2025-04-08T07:25:54.944118,832.72,purchase,"Mueller, Lindsey and Roberts",South Paulmouth,False,False,61970.82,61138.1,False,
694df38f-ea8c-4a63-a3ba-980d1b075e6f,526f4489-b951-406b-bcb6-1079b91ef6a9,checking,2025-03-28T16:35:50.797910,27021.79,withdrawal,Smith LLC,New Misty,True,False,28095.26,1073.47,True,simulated_account_draining
b90d18dc-ae08-4841-8e8e-de6b8fecbe7f,8cd115a0-63ac-47a0-ad73-daedf4f21548,credit,2025-03-16T09:36:29.810093,1583.8,withdrawal,Greer-Pruitt,Kariside,False,False,9144.77,7560.97,False,
344088fa-04ad-4fe4-b195-06e05f1b2c9d,13643409-b6ec-41dc-9ddd-6c5692b65028,credit,2025-01-19T20:07:06.654801,1393.66,deposit,Parsons and Sons,Shaneland,False,False,-87869.42,-86475.76,False,
3c512bd1-d369-46c5-bd1b-a25a4adb0582,66a5eca5-f767-4d07-8527-e334f1d316ee,savings,2025-02-26T01:52:57.633915,1232.62,deposit,Moss Inc,Williamsview,False,False,85540.94,86773.56,False,
b2363e7a-adec-48fd-a0b1-f7e3829e1cde,fb30d6a9-b8c6-48a3-b5cc-fda16938b8af,checking,2025-01-05T00:34:41.871469,435.23,withdrawal,Martin LLC,West Stevenberg,False,False,40466.52,40031.29,False,
42edc0da-67ab-4f5c-9990-0c0b7158510b,d3320fd8-15b3-4b02-8e97-ba3625ad7999,credit,2025-02-25T10:18:51.160618,1553.46,purchase,Carlson-Ayala,Tracyshire,False,False,18968.78,17415.32,False,
0b9dedc0-930f-4a5b-ac6e-294a2438cf74,c59244c3-34f9-4f0c-886c-cbe1f9a8379b,checking,2025-03-21T05:12:39.103234,480.69,purchase,Bowers LLC,East Abigail,False,False,79789.12,79308.43,False,
43a13368-fc4e-4f52-b673-31683cde10ba,1e5eebf8-47c5-4b17-af5d-4201d8985f61,savings,2025-03-31T00:05:47.410316,226.16,purchase,Perry PLC,Davisbury,False,False,3027.06,2800.9,False,
2e5607dd-82ed-4e28-8cb2-a1f6ee0e243b,bc8ac79f-ee11-466e-bee1-4ba8be48487a,savings,2025-01-12T13:24:11.833630,2640.72,withdrawal,"Rivera, Ward and Robinson",Barajastown,False,False,2806.23,165.51,True,simulated_account_draining
d8d3de4a-b648-4681-af95-f59f1a569538,13643409-b6ec-41dc-9ddd-6c5692b65028,credit,2025-02-02T08:02:28.973976,1231.55,purchase,Griffin-Conway,North Felicia,False,False,-86475.76,-87707.31,False,
ddab9521-4f2f-4b9a-8d76-73c551b2ceb0,8a652556-1d68-40cb-8e53-9de848229b88,savings,2025-03-24T19:53:59.673591,1330.42,transfer,Cruz PLC,Angelhaven,True,False,68456.16,67125.74,False,
741aabc0-7d72-4ed5-af14-84537cc9a671,b7287f2c-06e8-4a8d-8d93-ad6d96554b5e,savings,2025-02-02T06:31:54.863472,1090.44,payment,Robertson-Hicks,Williamsborough,False,False,49500.18,50590.62,False,
11b2fcf6-3de6-4629-8afe-a6dee16e970f,11022d89-3c73-4556-b4fa-023737ca261f,savings,2025-03-29T03:29:36.440158,1747.3,deposit,Vaughan and Sons,Lake Cameronborough,True,False,8028.32,9775.62,False,
0d8ae67c-0b92-461a-90bd-8ebc566bbe72,46affdcf-f429-48ac-a485-1e2e1db5fcc3,credit,2025-03-17T06:01:06.712115,52262.92,withdrawal,Houston-Harris,Lucasland,False,False,75188.8,22925.88,True,simulated_high_amount
cce808dd-a502-4314-850d-cfea002dc892,5885ac57-a1de-415c-9b83-994e8eb342ce,checking,2025-01-06T11:13:22.254676,1467.22,transfer,Johnson Ltd,Benjaminland,False,False,38500.14,37032.92,False,
412f4385-6b93-463c-8884-738538b8a251,214b7121-0012-4730-ba29-733afe9b4a8e,credit,2025-02-15T10:50:38.075876,93.45,transfer,Grant-Andrews,West Rickey,False,False,3630.87,3537.42,False,
21ae946c-d8b0-4fe8-b8b7-7fdf40aea9f6,8a652556-1d68-40cb-8e53-9de848229b88,savings,2025-03-18T03:56:58.851177,1961.73,deposit,Hamilton-Smith,New Adamland,False,False,67125.74,69087.47,False,
17f604ff-4dfb-4370-b6b8-f237f3069cd0,59fc4189-9336-46ca-8bfa-66780e3d9d84,credit,2025-03-03T02:42:21.089951,130.89,transfer,"Williams, Charles and Howard",West Kristinport,False,False,1146.78,1015.89,False,
ccae790e-fc58-487a-8d81-22292122a3ad,cfebf3cf-8f60-4b1f-bd7a-8c1b9a0b9580,checking,2025-02-17T18:07:31.355784,61197.44,purchase,Hubbard-Kim,Shorttown,True,False,57741.54,-3455.9,True,simulated_high_amount
80f5f328-b8f3-41e9-9f32-ae0f366218c2,c59244c3-34f9-4f0c-886c-cbe1f9a8379b,checking,2025-01-31T00:42:54.707140,1033.19,withdrawal,"Robinson, Francis and Robles",Susanberg,False,False,79308.43,78275.24,False,
b5ecc659-5c0d-4f3a-8307-6cd18027d34c,b123e042-1bb9-4d10-b78a-4d08b38a4278,credit,2025-02-27T16:51:41.623736,78.06,withdrawal,"Wong, Bernard and Smith",North Bobby,False,False,66673.86,66595.8,False,
51284db2-d5a7-4767-9ac7-442421b5b851,d2da3538-083a-421b-a7e2-7f19d87347e2,credit,2025-01-22T07:59:25.006449,1724.97,withdrawal,Medina-Arroyo,Jasonstad,True,False,74465.22,72740.25,False,
dc9d1f68-e8da-4f9e-b8bb-1981f0867dc9,b148e1d0-e1e4-4da1-b506-dadc81d0ffb5,savings,2025-03-09T14:27:26.614837,1599.69,purchase,"York, Thomas and White",Jamesburgh,False,False,16631.72,15032.03,False,
196af303-aba3-4d7f-a4d0-0039acc20009,1ed2232f-2e9e-455c-8c6d-5410509a42b0,savings,2025-01-30T06:48:44.495098,1789.8,deposit,"Phelps, York and Randolph",Newmanland,False,False,69498.76,71288.56,False,
bf4c246e-6ad2-4dca-921a-f860367b0be6,64e7aea9-713b-41fd-ae72-adb4cf7e5d38,credit,2025-01-13T22:01:49.773954,1385.68,deposit,King and Sons,Lynnstad,False,False,22200.61,23586.29,False,
66b34692-1756-4064-8156-6e7c98304103,b148e1d0-e1e4-4da1-b506-dadc81d0ffb5,savings,2025-02-03T01:57:24.730596,1455.53,purchase,"Young, Mitchell and Jones",West Todd,True,False,15032.03,13576.5,False,
1cdf29e8-212a-4a72-b00f-41037f87e5cd,cfebf3cf-8f60-4b1f-bd7a-8c1b9a0b9580,checking,2025-01-17T23:46:42.895088,591.06,payment,"Torres, Silva and Cunningham",Lindseychester,False,False,-3455.9,-2864.84,False,
dd1163a0-6068-40c3-8f39-c53b18e88104,730b7837-d763-45c2-adbe-d3a8c175ba25,checking,2025-01-14T12:45:29.047553,616.46,withdrawal,Sanchez-Walker,Hillstad,False,False,44947.61,44331.15,False,
e9e81cd0-e7a5-4ad7-a048-fd421f01744d,6680da57-26ab-4df1-8193-f1e1dc95ab7a,savings,2025-01-18T17:01:15.032109,1381.08,transfer,"Rivera, Castillo and Griffin",Tonyville,False,False,75822.43,74441.35,False,
8db80732-ec43-4682-ade1-e846205e326b,21d862a2-d097-4d92-9af2-e5f3cee1c720,checking,2025-03-05T03:11:42.355712,1231.63,withdrawal,"Miller, Ramirez and Serrano",West Jessica,False,False,92000.24,90768.61,False,
a04d3f0f-a1e7-4611-aac9-48a4ea4cfbb0,079f1024-b8a5-4511-9b33-fc850f0f09e5,checking,2025-03-19T11:57:49.758120,1344.01,purchase,"Jones, Smith and Hunter",Port Bonniefurt,False,False,87803.64,86459.63,False,
36faf767-c9f7-4d73-b160-62be6b68d050,1716a2e6-ae06-4e32-91e5-7d84273ef946,savings,2025-02-17T13:34:13.561070,289.85,purchase,Escobar PLC,Amyside,False,False,87863.82,87573.97,False,
8d8da4e8-a62a-495d-8e2f-3d6325ded089,e26e52b6-5bda-4895-b09b-2a8fc75c06e5,checking,2025-02-21T10:12:04.152170,256.83,purchase,Diaz and Sons,Dennishaven,False,False,7961.17,7704.34,False,
1d13118b-1d48-43ab-8c05-fea6e930ff0f,50d02695-0f38-463d-adae-c445ec50f799,checking,2025-04-09T22:10:08.533773,768.79,withdrawal,Cox-Smith,Port Tamara,False,False,20900.98,20132.19,False,
29e422bf-c178-403e-b8e7-d902884fcd81,f4b3f06d-4127-4db8-bc0c-e6d0849e749f,checking,2025-03-08T10:29:37.011106,1897.9,deposit,"Martin, Palmer and Griffin",New Stacy,False,False,84970.02,86867.92,False,
b8f67d0b-415e-4ac7-92fa-06fffdff2d9c,9647a9ea-1846-49f6-82a3-3d321835f1a7,savings,2025-01-24T08:22:57.383698,279.7,payment,Fitzgerald Group,Billyfort,False,False,70458.26,70737.96,False,
e65d992c-a098-4a50-acd6-44d589db5933,bc8ac79f-ee11-466e-bee1-4ba8be48487a,savings,2025-02-06T09:31:24.458459,502.98,withdrawal,Wood-Williams,New Rebecca,False,False,165.51,-337.47,False,
b740cd37-03be-479e-815e-f9e07251aada,17add6f6-26f8-476f-a2d3-0e9bf32b0b78,savings,2025-03-05T19:59:45.370743,1037.9,deposit,Hardin-Keith,Lake Mariohaven,False,False,79415.86,80453.76,False,
ae1ca75e-d7d7-49d0-8118-140a83406ac4,e26e52b6-5bda-4895-b09b-2a8fc75c06e5,checking,2025-02-06T19:18:19.685289,1551.05,withdrawal,Davenport-Baker,South Desiree,False,False,7704.34,6153.29,False,
c0dd3b6d-51b3-4882-9298-35b07a632ec9,cfebf3cf-8f60-4b1f-bd7a-8c1b9a0b9580,checking,2025-03-24T08:07:06.427676,574.73,payment,"Villanueva, Miller and King",New Richard,False,False,-2864.84,-2290.11,False,
e4de41e1-89ba-41c6-af27-b291b9a6882b,13643409-b6ec-41dc-9ddd-6c5692b65028,credit,2025-01-17T16:26:34.709705,249.66,transfer,Tucker-Olson,New Nicolemouth,False,False,-87707.31,-87956.97,False,
574c606e-50f4-4f83-9fe1-fd7a195d05ce,d3320fd8-15b3-4b02-8e97-ba3625ad7999,credit,2025-02-06T11:52:22.036042,1797.86,transfer,Robertson LLC,East Jacob,False,False,17415.32,15617.46,False,
fbf34f4a-871f-464a-8633-f22f607492a2,b7287f2c-06e8-4a8d-8d93-ad6d96554b5e,savings,2025-03-10T00:44:15.950571,1337.34,withdrawal,"Montoya, Guerrero and Perry",Jenniferfort,False,False,50590.62,49253.28,False,
35c56e07-28f6-46cd-a69c-ba7c248ec7df,9779bd4a-a4c0-4610-9bf0-1347d9fece47,checking,2025-01-13T21:13:56.856389,1703.47,withdrawal,Clark-Martin,Johnsonton,False,False,24698.17,22994.7,False,
ead7d4cd-51db-4869-bd9d-e60adbd58fcc,d7961e7d-61cd-4a4c-a1f9-9e85797529a8,savings,2025-04-03T22:31:17.870328,1019.97,withdrawal,"Martin, Soto and Williams",North Gabriel,False,False,61024.42,60004.45,False,
4674b55a-50b9-4de4-8b69-e34da898d79c,b18464b2-b002-458d-8c33-bb538d71096f,savings,2025-04-06T10:30:22.192268,477.29,transfer,"Mullen, Greene and Elliott",Lake Jessicaport,False,False,22353.67,21876.38,False,
019a81cd-bc57-4ab2-8fd4-7a0aa8c153db,83a15cf5-f518-4d1b-9655-34644732219d,savings,2025-03-02T12:51:26.588820,1146.69,payment,Cole Group,Jacksonchester,False,False,66327.16,67473.85,False,
5d930f75-c94e-4047-9696-a9dab2fffe1f,d48181a2-d987-469b-b151-b4c355ac1dad,savings,2025-04-03T22:17:31.543429,1769.07,payment,"Hoover, White and Keller",Garymouth,True,False,38912.07,40681.14,False,
36d1f961-1620-45f9-bb50-1b5ccf582b81,c6703a72-76c7-491b-a20c-ed9426996dd3,checking,2025-03-10T22:50:05.545758,824.54,payment,"Garza, Hall and Cruz",North Jameshaven,False,False,86883.52,87708.06,False,
39c118e6-20fe-4354-8673-d289862ed3b7,880db6a5-8d84-480d-af42-c0fbce4ce550,checking,2025-03-30T10:26:55.645489,1944.9,transfer,Jacobs and Sons,Valenzuelaton,False,False,8481.03,6536.13,False,
1459a192-d582-49f4-b4d9-0281f6e3795b,6680da57-26ab-4df1-8193-f1e1dc95ab7a,savings,2025-01-01T02:54:07.762772,1361.82,deposit,"Gordon, Wilson and Olson",New Amber,False,False,74441.35,75803.17,False,
b95e4b9b-fb7d-4f14-8739-8571dbb62172,8fa45790-b6db-4ce7-bb38-ec5f1d8adbba,checking,2025-04-05T13:08:57.748718,868.07,transfer,"Banks, Boyd and Wood",Lake Alyssabury,False,False,72715.4,71847.33,False,
468dca9c-52f4-4d1f-9da9-5abb9cf9e9cb,0ed46fe4-e5f5-44bf-a48d-3360e9cbae13,checking,2025-03-19T03:53:03.259957,1038.61,purchase,Clarke-James,South Dennisfort,False,False,37361.44,36322.83,False,
78fbf1b0-618b-494c-a0d4-dd042a1fb9cf,83a15cf5-f518-4d1b-9655-34644732219d,savings,2025-03-13T10:45:23.608307,1869.8,withdrawal,Campbell PLC,Scotttown,False,False,67473.85,65604.05,False,
cdb5a447-9d07-4ceb-92a4-3ed796f36b3c,b148e1d0-e1e4-4da1-b506-dadc81d0ffb5,savings,2025-02-11T04:36:26.584517,504.96,purchase,Lane Inc,South Diamondmouth,False,False,13576.5,13071.54,False,
4b23cb81-fa28-439d-af0a-28c3d797acc4,c8a3b6a4-90be-42ce-a95a-6fa84473540a,checking,2025-02-12T16:11:33.104930,1251.92,transfer,Moore Ltd,Joseside,False,False,36747.77,35495.85,False,
0ba6f5e0-907c-4e56-b864-5ab15f81d65b,fb4b076e-a06e-475b-ad77-9725b8ea4fdd,savings,2025-02-25T15:01:00.324783,1283.77,payment,Carr-Braun,Fischerchester,False,False,74360.98,75644.75,False,
597c0018-c566-4390-a391-ca89888e2aae,079f1024-b8a5-4511-9b33-fc850f0f09e5,checking,2025-02-04T16:40:13.363639,1319.17,transfer,"Olson, Wood and Peters",Vanessashire,False,False,86459.63,85140.46,False,
29690842-65e7-40b3-9373-d86c5de52b45,a47d59f2-0db1-4be5-aee7-ef614ded4b32,credit,2025-01-11T02:28:42.959080,87.18,payment,"Sanders, Taylor and Shields",Lake Jerryburgh,False,False,3149.47,3236.65,False,
cc9a20e5-b865-4c03-9a35-c5eb79ea864e,9647a9ea-1846-49f6-82a3-3d321835f1a7,savings,2025-03-23T01:00:15.981658,1897.35,purchase,"Morales, Morgan and Pierce",East Paultown,False,False,70737.96,68840.61,False,
239da761-325a-4106-9283-d38fc6fe7d31,8f16d08b-b3c6-4c26-a548-c3ea1cf027c4,checking,2025-01-23T08:15:04.656927,1535.08,transfer,Ruiz PLC,Davisview,False,False,-1894.13,-3429.21,False,
7c7e9aee-56c7-4ae6-aed9-18ed839b89c2,079f1024-b8a5-4511-9b33-fc850f0f09e5,checking,2025-03-03T20:35:55.732015,1778.55,deposit,Lynch Ltd,Ariasfurt,False,False,85140.46,86919.01,False,
91d62a3f-7f88-43da-bb44-f829a4c48e87,6685210e-89e0-4629-8759-114ad28fe1f6,savings,2025-01-02T01:53:53.752104,493.53,deposit,"Mitchell, Stuart and Brown",Lake Troy,False,False,49764.39,50257.92,False,
f9a221d5-2ee3-4f5c-aecd-eca854bebfd3,e26e52b6-5bda-4895-b09b-2a8fc75c06e5,checking,2025-01-04T15:11:51.298554,909.82,withdrawal,"Galvan, Holmes and Lee",New Gavin,False,False,6153.29,5243.47,False,
e2d51a75-e398-4580-a99d-efa718d20214,37face77-fe2f-425f-a24b-29c7e584798e,credit,2025-03-09T11:16:32.041991,834.17,deposit,Pena and Sons,West Kimberlystad,False,False,90065.27,90899.44,False,
d45819b8-81d3-40d4-96b9-1524f1459298,461681e3-452a-49f8-b21a-2c0b2e876f72,credit,2025-04-03T04:32:11.158003,291.62,payment,Willis-Holmes,North Andreaside,False,False,58536.04,58827.66,False,
b0e9ae92-536a-428f-9652-e1ce7f5dea25,c59244c3-34f9-4f0c-886c-cbe1f9a8379b,checking,2025-02-15T19:37:46.256159,1950.87,withdrawal,Bailey-Ochoa,New Sylvia,False,False,78275.24,76324.37,False,
b2c56b52-0fe5-400b-911e-b86a17289282,46affdcf-f429-48ac-a485-1e2e1db5fcc3,credit,2025-01-08T07:01:58.136172,1125.49,payment,Andrews-Green,Hunterside,False,False,22925.88,24051.37,False,
4616929c-77f5-4102-9627-3bfa4913192c,1231f87d-e838-4606-80d8-1a004207222c,savings,2025-01-26T04:51:15.681832,538.61,purchase,Morgan-Wilson,Nancyshire,False,False,89528.41,88989.8,False,
a6a83199-6d38-4e8b-b9ea-972ea617904a,62eb6ac0-c7c5-458a-b0e7-999c0513fddc,savings,2025-03-20T03:26:08.983947,583.97,purchase,Church-Hart,Port Matthew,False,False,38685.45,38101.48,False,
e488dcff-4466-4a1a-a4e9-0b3e434d9443,e26e52b6-5bda-4895-b09b-2a8fc75c06e5,checking,2025-03-10T04:48:31.210735,1925.56,transfer,"Murray, Matthews and Johnson",West Carlosbury,False,False,5243.47,3317.91,False,
6e0fd2af-2fb6-40d7-898e-6d711df541f2,526f4489-b951-406b-bcb6-1079b91ef6a9,checking,2025-03-12T14:36:48.678270,1443.65,payment,Mcbride Group,Syria,True,True,1073.47,2517.12,True,simulated_high_risk_country
94d2cfa9-1e34-4bbb-9fde-ce59dbed7dbb,3a85994b-66c6-4e5d-8552-8d9c49c2e44c,credit,2025-02-18T00:20:03.790516,1758.76,deposit,Wright-Davis,Charlesburgh,False,False,12021.78,13780.54,False,
095c2557-2892-43a5-b338-0c4ba5b249ee,9647a9ea-1846-49f6-82a3-3d321835f1a7,savings,2025-04-02T16:14:56.692230,1013.36,deposit,Robinson-Berry,Lake Felicia,False,False,68840.61,69853.97,False,
aa5eb7da-1a6e-4386-8f14-1f66d78e8ce5,c6703a72-76c7-491b-a20c-ed9426996dd3,checking,2025-01-24T02:14:06.066197,709.03,payment,Mclaughlin-Young,Port Joseph,True,False,87708.06,88417.09,False,
5062a979-1003-4417-bfff-6a8b19340397,8f16d08b-b3c6-4c26-a548-c3ea1cf027c4,checking,2025-04-03T17:03:35.583070,1075.7,withdrawal,Huff LLC,Port Daniel,False,False,-3429.21,-4504.91,False,
4b60b461-fa6d-4173-8d6d-64545331651e,c8a3b6a4-90be-42ce-a95a-6fa84473540a,checking,2025-02-19T14:30:11.171746,1765.5,transfer,"Sosa, Vasquez and Smith",Port Timothymouth,False,False,35495.85,33730.35,False,
ef900098-0d51-4fc1-96a2-6c651db323c3,079f1024-b8a5-4511-9b33-fc850f0f09e5,checking,2025-01-13T22:06:17.918141,95.26,withdrawal,"Melton, Henry and Joyce",Raymondshire,True,False,86919.01,86823.75,False,
1133c57d-eed7-4626-8349-0c70aa60ee95,99b0355e-9066-4b37-9d11-367240cc93a3,credit,2025-02-16T01:31:20.506016,580.76,payment,"Lloyd, Mendoza and Fernandez",Phillipburgh,False,False,87064.71,87645.47,False,
41afcea8-4ebe-4d02-a9d5-bdc3fe2d6c69,64e7aea9-713b-41fd-ae72-adb4cf7e5d38,credit,2025-03-09T22:00:50.962699,563.04,payment,Wolfe Group,Hannahtown,False,False,23586.29,24149.33,False,
6e4ec821-9d8d-4ae7-a3c5-6de42d296fb6,65c7a13e-bd53-45e1-9a2a-d109f66f5f53,checking,2025-01-24T21:24:50.631238,1950.29,transfer,Carpenter-Nguyen,Jacobview,False,False,97982.57,96032.28,False,
731b8e67-e6c4-4e47-9972-f16653ce031e,74b86173-7604-42f5-b45f-850f806af9a9,credit,2025-02-12T05:23:14.015152,1878.2,payment,Mullen-Cooper,Iran,True,True,14036.22,15914.42,True,simulated_high_risk_country
bda0ffff-c28e-455e-aca0-a84f9f7385fe,7cc34088-4cfb-4463-b5f0-5c0a09a58e10,credit,2025-04-09T15:55:43.190530,85.31,payment,Diaz-Morales,Whiteberg,True,False,27806.77,27892.08,False,
db556f93-42ea-44e5-a9bd-a794beb498c9,2a1b5608-400c-493d-9fa4-d059e326f682,savings,2025-02-08T08:59:40.701124,916.69,payment,"Perez, Garcia and Nelson",New Ryan,False,False,25657.78,26574.47,False,
eec023a0-67e0-4112-8f8f-c0f5c77d7b15,b9e529af-49ae-4533-a2d6-5bf70c4b071d,checking,2025-01-18T19:02:42.104747,1863.08,withdrawal,Marsh Ltd,South Linda,False,False,15036.48,13173.4,False,
67711ec3-8c91-4270-b0a1-0a957019ba8e,f5515bc2-caf0-41e5-9592-35fd6f041225,savings,2025-01-26T06:52:02.938161,1479.94,payment,Taylor-Barry,Kristenport,False,False,69084.6,70564.54,False,
9da9c8c0-0b20-420a-ad65-032cd1f29f07,1e5eebf8-47c5-4b17-af5d-4201d8985f61,savings,2025-03-26T12:40:28.590980,1657.44,payment,"Williams, Garcia and Martin",Port Jonathan,False,False,2800.9,4458.34,False,
68c01430-c9b4-46d9-9d5e-05accb942d88,d7961e7d-61cd-4a4c-a1f9-9e85797529a8,savings,2025-02-26T04:02:30.025394,1632.42,deposit,Cole LLC,Michaelside,False,False,60004.45,61636.87,False,
bbcd96fb-4f8d-4beb-bed2-f08695a7f00d,99b0355e-9066-4b37-9d11-367240cc93a3,credit,2025-02-28T02:51:38.105207,1169.49,deposit,Cooper-Jenkins,Michelleborough,False,False,87645.47,88814.96,False,
bb0feb3a-7f49-481b-92c2-c32acd86e479,fb342c58-247e-402e-9417-13a42710ddc8,savings,2025-02-19T02:47:01.344320,951.81,payment,"Banks, Thompson and Deleon",Markhaven,False,False,65554.02,66505.83,False,
27458b01-2baa-41c8-b6ff-b7bceefebb99,17add6f6-26f8-476f-a2d3-0e9bf32b0b78,savings,2025-03-29T11:29:22.009344,1169.13,purchase,"Griffin, Miller and Austin",Welchberg,False,False,80453.76,79284.63,False,
c0868de0-234e-4eb1-b05f-9d163655f272,966999ef-0769-4dff-a2da-fb874940ad8a,checking,2025-01-08T23:17:47.429893,1644.21,transfer,"Morton, Rogers and Welch",Sweeneyland,False,False,11950.63,10306.42,False,
8c0961d1-5042-4fee-a387-6e720177730d,83a15cf5-f518-4d1b-9655-34644732219d,savings,2025-01-28T07:53:28.212309,42.78,transfer,Perez-Stewart,Jenniferfurt,False,False,65604.05,65561.27,False,
ea48f4ab-e56a-4386-b757-20edd4ba90cf,d48181a2-d987-469b-b151-b4c355ac1dad,savings,2025-03-28T01:31:33.606820,1382.55,deposit,Norman-Mcmillan,Gutierrezburgh,False,False,40681.14,42063.69,False,
ae632228-406c-439a-a8b5-eafe34ba3dd3,58d8978d-5ea6-4bf7-a3dc-ed6078d1a1a4,credit,2025-01-22T05:10:19.779546,1413.02,purchase,Luna Ltd,Shelbyland,False,False,57507.19,56094.17,False,
bfce4308-9d3e-4f78-a0b7-75d998bcb05b,a75e6f8d-0c59-4cbc-bcae-1c87e5152c73,savings,2025-03-19T16:09:19.404370,1053.33,deposit,Garcia-Brown,Kelleytown,False,False,389.71,1443.04,False,
47e1ef58-fe04-4764-bd9d-109522a7cce5,64e7aea9-713b-41fd-ae72-adb4cf7e5d38,credit,2025-03-31T05:06:46.564013,1824.69,deposit,"Hubbard, Miller and Baker",North Diana,False,False,24149.33,25974.02,False,
e2a47625-a3b9-4d51-8ce3-27f2edb6f21d,eff7926c-c2d8-44fc-925e-bff97740c484,savings,2025-02-23T01:41:19.409874,1222.1,withdrawal,Perez-Rojas,Simsberg,False,False,51260.49,50038.39,False,
fe026bf4-de45-493e-9408-2c5602af603e,6685210e-89e0-4629-8759-114ad28fe1f6,savings,2025-03-29T01:46:38.396261,1118.38,withdrawal,Johnson Ltd,Michellemouth,False,False,50257.92,49139.54,False,
5d6fddf0-7a9f-4fe5-ab8b-7f5446e8f61d,37face77-fe2f-425f-a24b-29c7e584798e,credit,2025-04-08T16:24:02.143933,1411.28,withdrawal,Proctor-Fernandez,Amyberg,False,False,90899.44,89488.16,False,
ae26cb5f-688d-42aa-8d51-8b0bab2abd28,c8a3b6a4-90be-42ce-a95a-6fa84473540a,checking,2025-02-01T04:46:34.429360,962.21,withdrawal,"Ryan, Garza and Bryant",Millsside,False,False,33730.35,32768.14,False,
4af0cab7-a776-414b-9a0c-a44fe084ad32,9eb91e27-4b8d-45be-bf75-b88f56f85acb,credit,2025-01-27T04:13:34.082109,248.14,withdrawal,Olson-Perez,South Kylechester,False,False,61138.1,60889.96,False,
